Unnamed: 0.1,Text,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment
126, Serenity found in the pages of a favorite book.        ,1, #Serenity #BookTime                           ,0.06969545286612429,0.1490289585926226, UK          ,2011,9,22,19,245
697,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,1, #SayingGoodbye #HighSchoolEmotions ,-0.07201863462832815,-0.06403588064526729, Canada,2023,9,24,17,239
290," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",1, #Playful #JugglingResponsibilities ,0.4948377153494816,0.5041370239891058, USA ,2019,11,18,15,211
239," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",1, #Numbness #EmotionalStorms               ,-1.630873597067305,-1.6265113683897932, Canada        ,2021,11,30,15,203
0, Enjoying a beautiful day at the park!              ,3, #Nature #Park                            ,-0.9223031595950428,-0.9162952375968269, USA      ,2023,1,15,12,214
724,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,0, #GlobalFriendship #HighSchoolCorrespondence ,0.21140954036057674,0.1490289585926226, Canada,2023,10,21,17,139
362,Enthusiasm for learning new skills and expanding knowledge.      ,3, #Enthusiasm #SkillBuilding               ,1.2034081528217437,1.214353154782072, India             ,2018,8,7,12,102
638,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",1, #FriendshipAdventures #SeniorNostalgia ,1.2034081528217437,1.214353154782072, USA,2023,7,16,14,128
666,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,1, #SurpriseAdventure #HighSchoolFun ,-0.2137327221227806,-0.3481223329624538, UK,2023,8,24,18,110
279," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",1, #Compassionate #TearsOfEmpathy ,-0.07201863462832815,-0.06403588064526729, Canada ,2021,7,1,12,48
117, Compassion in action: supporting a local charity event. ,1, #Compassion #CharityEvent                   ,-0.4971608971116855,-0.5611871722003436, Canada ,2015,7,18,14,47
229," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",3, #Numbness #StoicResilience               ,-1.4891595095728525,-1.4844681422311998, UK            ,2019,10,18,14,203
350,Contemplating life's mysteries under the starry night sky.         ,3, #Contemplation #StarryNight               ,0.9199799778328389,0.8592450893855889, UK                ,2016,7,2,23,55
364,A sense of accomplishment after completing a challenging workout.,0, #Accomplishment #FitnessSuccess         ,0.06969545286612429,0.1490289585926226, Australia          ,2022,6,30,7,2
275," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",2, #Hopeful #BrighterTomorrows ,-0.9223031595950428,-0.9162952375968269, India ,2023,5,6,7,152
319," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",0, #Despair #LabyrinthOfHopelessness ,-1.9143017720562099,-1.9105978207069796, Canada ,2022,2,28,21,72
496,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",1, #Awe #EarthsGrandeur ,0.4948377153494816,0.5041370239891058, USA ,2020,6,15,16,24
145, Tenderness in a heartfelt message to a loved one.    ,0, #Tenderness #LoveNote                         ,0.4948377153494816,0.5041370239891058, UK          ,2016,12,25,19,261
431,"Soul-crushing disappointment, hopes shattered like fragile glass. ",3, #Disappointment #CrushedHopes          ,-0.2137327221227806,-0.20607910680386055, Spain        ,2019,10,8,18,81
423,"Tears fall like raindrops, mourning the end of a cherished friendship. ",0, #Grief #LostFriendship                  ,0.06969545286612429,0.1490289585926226, UK              ,2020,11,28,14,134
714,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,0, #ScienceFair #HighSchoolScience ,-0.355446809617233,-0.4191439460417504, USA,2023,10,11,16,196
534,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",2, #Pride #IndieFilmSuccess ,0.06969545286612429,0.1490289585926226, Australia ,2017,9,18,21,217
269," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",2, #Inspired #CloudsOfCreativity ,-0.4971608971116855,-0.49016555912104703, India ,2021,12,8,14,163
517,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",1, #Celebration #MJTribute ,0.4948377153494816,0.5041370239891058, USA ,2022,1,15,21,41
308," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",2, #Dismissive #ImpenetrableWalls ,-1.0640172470894953,-1.05833846375542, UK ,2018,5,10,14,85
311," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",2, #Fearful #SpecterOfTheUnknown ,-1.2057313345839478,-1.2003816899140134, UK ,2023,7,14,23,116
47, Attending a virtual reality meetup.                ,3, #VRMeetup #VirtualReality               ,0.9199799778328389,0.8592450893855889, India    ,2023,1,30,18,214
262," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",0, #Ambivalence #AutumnWaltz ,-1.0640172470894953,-1.05833846375542, UK ,2019,9,14,10,11
196," Boredom lingers, a stagnant pool of indifference.  ",0, #Boredom #Stagnation                        ,-2.056015859550662,-1.9816194337862763, Canada        ,2021,10,2,19,36
732,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",1, #VirtualEntertainment #HighSchoolPositivity ,0.35312362785502915,0.2910721847512159, USA,2020,11,15,15,139
725,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,1, #ArtCollaboration #HighSchoolCreativity ,0.06969545286612429,0.006985732434029342, UK,2023,10,22,20,139
108, Pride in accomplishing personal and professional goals.  ,1, #Pride #Accomplishments                     ,-1.3474454220784002,-1.27140330299331, Canada ,2023,3,3,14,218
60, An amusing incident brightened up my day!               ,1, #Amusement #FunTimes                         ,-0.4971608971116855,-0.5611871722003436, UK           ,2023,2,14,14,13
548,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",2, #Thrill #Formula1Championship ,0.9199799778328389,0.8592450893855889, Germany ,2019,11,24,19,262
434,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",2, #Melancholy #QuietSerenade             ,-0.4971608971116855,-0.5611871722003436, UK         ,2017,3,12,23,186
101, Reflecting on the beauty of diversity in our world.     ,3, #Acceptance #Diversity                      ,0.06969545286612429,0.1490289585926226, Australia ,2023,3,1,10,0
465,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",2, #Despair #DeepDescent ,-0.2137327221227806,-0.20607910680386055, USA ,2016,10,18,19,72
655,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,1, #FantasyBookNerd #HighSchoolReader ,1.911978590294006,1.9245692855750383, UK,2023,8,13,20,110
532,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",1, #Nostalgia #ClassicFilmMoments ,1.911978590294006,1.9245692855750383, UK ,2019,6,25,22,198
629,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",1, #BookishTalks #SeniorBookworms ,0.06969545286612429,0.1490289585926226, UK,2023,7,7,19,172
180," Jealousy gnaws at my confidence, a toxic emotion.  ",1, #Jealousy #Insecurity                       ,-1.9143017720562099,-1.9816194337862763, India         ,2018,6,3,16,170
305," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",2, #Devastated #WindsOfBrokenPromises ,0.4948377153494816,0.5041370239891058, Australia ,2022,8,3,15,79
573,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",0, #WinterMagic #SnowyLandscapes ,1.2034081528217437,1.214353154782072, Canada ,2022,12,1,17,272
397,Whimsical delight in a world of whimsical fairy tales.             ,1, #Whimsy #FairyTaleMagic                 ,-0.2137327221227806,-0.20607910680386055, USA             ,2016,3,8,14,270
704,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,0, #MissedMoments #HighSchoolRegret ,-0.2137327221227806,-0.27710071988315715, UK,2023,10,1,14,239
150, Elation after achieving a fitness milestone.         ,1, #Elation #FitnessMilestone                   ,0.4948377153494816,0.5041370239891058, UK           ,2019,6,15,10,89
125, Contentment in the simplicity of a quiet Sunday.       ,3, #Contentment #SundayMood                      ,1.2034081528217437,1.214353154782072, Australia ,2010,8,15,10,57
579,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",0, #OceansFreedom #SurfingThrills ,0.06969545286612429,0.1490289585926226, Brazil ,2021,7,20,18,205
636,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",2, #GracefulMoves #SeniorDance ,-0.2137327221227806,-0.20607910680386055, USA,2023,7,14,16,172
186," Helplessness engulfs me, drowning in a sea of problems.",1, #Helplessness #Struggling                   ,-1.9143017720562099,-1.9816194337862763, Australia    ,2019,5,8,14,148
480,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",1, #Friendship #CamaraderieBlooms ,1.2034081528217437,1.214353154782072, South Africa ,2018,8,28,16,120
444,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",2, #Loneliness #CrashingWaves ,0.06969545286612429,0.1490289585926226, UK ,2016,6,28,14,178
716,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,1, #CommunityService #HighSchoolVolunteer ,-0.2137327221227806,-0.27710071988315715, UK,2023,10,13,12,196
722,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",1, #NatureAdventures #HighSchoolFriends ,-0.07201863462832815,-0.06403588064526729, UK,2023,10,19,18,139
391,Captivated by the ethereal beauty of a field filled with fireflies. ,1, #Enchantment #FireflyField              ,0.4948377153494816,0.5041370239891058, Brazil           ,2022,8,10,22,97
322," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",0, #Yearning #HuesOfSunset ,-1.630873597067305,-1.6265113683897932, Australia ,2020,4,18,16,277
354,Feeling blessed for the supportive community in times of need.    ,1, #Blessed #SupportiveCommunity            ,-0.4971608971116855,-0.5611871722003436, UK                ,2021,9,10,9,34
675,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,0, #LoveLetterFail #HighSchoolAwkward ,-0.6388749846061379,-0.703230398358937, USA,2023,9,2,18,91
143, Empowerment through mentoring and guiding others.    ,3, #Empowerment #Mentorship                      ,-0.9223031595950428,-0.9162952375968269, UK       ,2014,6,3,8,95
142, Hopeful about the prospects of a new business venture.,0, #Hope #BusinessVenture                        ,0.06969545286612429,0.1490289585926226, Canada    ,2017,12,8,19,151
667,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,0, #RainDance #HighSchoolJoy ,0.4948377153494816,0.5041370239891058, Canada,2023,8,25,14,172
321," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",1, #Loneliness #StarlessSky ,-0.4971608971116855,-0.49016555912104703, USA ,2017,12,1,18,178
19, Winter blues got me feeling low.                   ,1, #WinterBlues #Mood                      ,-1.9143017720562099,-1.9816194337862763, USA       ,2023,1,20,15,195
173, Helplessness sinks in as challenges pile up.       ,3, #Helplessness #Overwhelmed                    ,-1.9143017720562099,-1.9816194337862763, Australia    ,2020,6,20,14,149
595,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,0, #MusicTherapy #TeenPlaylist ,0.06969545286612429,0.1490289585926226, Canada,2023,6,3,21,172
313," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",0, #Overwhelmed #DrowningSoul ,-0.2137327221227806,-0.20607910680386055, USA ,2021,11,29,8,208
681,Building a time capsule to capture memories for the future. Time-traveling emotions! ,0, #TimeCapsule #HighSchoolNostalgia ,0.6365518028439341,0.3620937978305125, Canada,2023,9,8,14,172
12, Exploring the city's hidden gems.                  ,0, #CityExplore #HiddenGems                ,-1.3474454220784002,-1.27140330299331, UK       ,2023,1,18,14,214
306," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",1, #Frustrated #UnsolvablePuzzle ,-1.3474454220784002,-1.3424249160726065, India ,2020,12,17,9,121
355,Captivated by the serenity of a tranquil garden in full bloom.     ,0, #Serenity #TranquilGarden                ,0.06969545286612429,0.1490289585926226, Canada            ,2018,5,12,14,245
25, Sunday brunch with friends.                        ,1, #Brunch #Friends                       ,-0.9223031595950428,-0.9162952375968269, UK ,2023,1,22,12,214
546,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",0, #Triumph #BasketballFinals ,-0.4971608971116855,-0.5611871722003436, USA ,2022,6,20,21,268
170," Boredom sets in, the day feels endlessly dull.     ",3, #Boredom #LackOfInterest                     ,-1.9143017720562099,-1.9816194337862763, Canada        ,2016,9,28,19,36
39, Trying out a new dessert recipe.                   ,0, #Dessert #Cooking                      ,-1.3474454220784002,-1.27140330299331, Canada ,2023,1,27,16,214
454,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",1, #Sorrow #AutumnLeaves ,0.06969545286612429,0.1490289585926226, Canada ,2020,9,15,18,251
246," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",0, #Curiosity #FearlessExplorer              ,0.06969545286612429,0.07800734551332597, India         ,2022,12,1,9,68
299," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",2, #Loneliness #MiragesOfConnection ,-0.9223031595950428,-0.9162952375968269, USA ,2017,7,20,11,178
487,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",2, #Inspiration #BrilliantTrails ,-0.4971608971116855,-0.5611871722003436, France ,2020,5,28,16,160
273," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",1, #Grateful #GoldenHues ,-0.355446809617233,-0.3481223329624538, Australia ,2022,4,1,18,127
559,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ",0, #Challenge #WeightliftingFailure ,1.911978590294006,1.9245692855750383, Germany ,2022,1,8,21,43
155, Hopeful about the potential for personal growth.      ,3, #Hope #PersonalDevelopment                    ,-0.4971608971116855,-0.5611871722003436, UK       ,2013,10,5,16,151
127, Gratitude for the support received during tough times. ,0, #Gratitude #Supportive                        ,-0.9223031595950428,-0.9162952375968269, India     ,2012,3,10,8,132
640,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",0, #TimelessTunes #SeniorJazz ,0.4948377153494816,0.5041370239891058, USA,2023,7,18,16,172
342,Curiosity sparked by exploring a mysterious ancient ruin.      ,0, #Curiosity #AncientDiscovery          ,-0.4971608971116855,-0.5611871722003436, Greece            ,2016,8,22,15,67
288," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",0, #Confident #DanceOfLife ,0.21140954036057674,0.22005057167191922, Canada ,2021,1,15,13,50
114, Overflowing with gratitude for life's blessings.      ,1, #Gratitude #Blessed                            ,1.2034081528217437,1.214353154782072, Australia   ,2012,11,25,10,132
520,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",1, #Hope #ColdplayMagic ,1.2034081528217437,1.214353154782072, UK ,2016,11,28,19,150
174, Envy eats away at me as I see others' prosperity.  ,1, #Envy #Desire                                ,-1.630873597067305,-1.6265113683897932, Canada        ,2018,11,7,11,105
360,Confidence soars after overcoming public speaking anxiety.       ,1, #Confidence #OvercomingAnxiety          ,-0.9223031595950428,-0.9162952375968269, USA               ,2020,4,2,17,49
529,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",0, #Euphoria #ArianaGrande ,1.911978590294006,1.9245692855750383, USA ,2023,1,22,20,106
58, Laughter is the best medicine—enjoying a comedy show. ,0, #Joy #ComedyShow                             ,0.06969545286612429,0.1490289585926226, Canada    ,2023,2,13,19,173
693,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,2, #BadLuck #HighSchoolWeather ,-0.4971608971116855,-0.5611871722003436, USA,2023,9,20,12,28
223," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",0, #Ambivalence #ShadesOfUncertainty       ,-0.9223031595950428,-0.9162952375968269, Australia    ,2022,7,8,11,12
281," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",1, #Hopeful #SeedsOfOptimism ,-1.0640172470894953,-1.05833846375542, UK ,2022,7,17,6,152
17, Late-night gaming session with friends.            ,3, #Gaming #LateNight                      ,-0.4971608971116855,-0.5611871722003436, UK       ,2023,1,20,0,214
628,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",0, #CreativeExpressions #SeniorArt ,0.4948377153494816,0.5041370239891058, USA,2023,7,6,14,172
323," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",2, #Fearful #LurkingMonsters ,-0.4971608971116855,-0.49016555912104703, India ,2023,1,7,3,116
256," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",1, #FreeSpirit #PaintingTheSky ,-0.2137327221227806,-0.20607910680386055, India ,2021,8,15,11,118
468,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",2, #Loss #ForgottenLove ,0.06969545286612429,0.1490289585926226, Australia ,2019,9,10,21,181
702,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,2, #OnlineOpinions #HighSchoolCriticism ,0.35312362785502915,0.3620937978305125, USA,2023,9,29,15,143
191," Grief overwhelms, a storm of emotions within.      ",3, #Grief #EmotionalStorm                      ,-1.3474454220784002,-1.27140330299331, Canada        ,2021,2,25,15,135
645,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",0, #DebateWarrior #HighSchoolDebater ,-0.4971608971116855,-0.5611871722003436, Canada,2023,8,3,12,110
694,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,1, #MissedChances #HighSchoolRegret ,-0.2137327221227806,-0.27710071988315715, Canada,2023,9,21,16,239
631,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",0, #StagePassion #SeniorTheater ,-0.2137327221227806,-0.20607910680386055, USA,2023,7,9,22,172
95, Finding calmness amidst the chaos of daily life.        ,3, #Calmness #InnerPeace                      ,-0.9223031595950428,-0.9162952375968269, India     ,2023,2,27,9,38
181," Resentment festers, poisoning relationships.       ",0, #Resentment #BrokenTrust                     ,-1.630873597067305,-1.6265113683897932, Australia    ,2022,1,15,12,231
302," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",2, #Apprehensive #BalancingAct ,-1.0640172470894953,-1.05833846375542, UK ,2023,4,8,13,21
479,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",0, #Kindness #LoveStitches ,0.4948377153494816,0.5041370239891058, Brazil ,2019,5,5,12,177
539,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",0, #Suspense #CrimeSeriesThrills ,1.911978590294006,1.9245692855750383, Japan ,2015,7,12,22,259
560,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ",2, #Despair #OwnGoal ,0.06969545286612429,0.1490289585926226, Spain ,2018,12,15,20,72
690,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,2, #LifeChallenges #HighSchoolStruggles ,0.06969545286612429,0.07800734551332597, USA,2023,9,17,20,239
646,"Started a photography club at school. Capturing moments, one snapshot at a time! ",1, #PhotographyClub #HighSchoolPhotographer ,0.06969545286612429,0.1490289585926226, USA,2023,8,4,16,172
481,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",2, #Love #RhythmOfAffection ,1.911978590294006,1.9245692855750383, USA ,2022,11,15,20,183
5, Feeling grateful for the little things in life.    ,3, #Gratitude #PositiveVibes              ,0.4948377153494816,0.5041370239891058, India    ,2023,1,16,9,214
718,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,2, #DebateSkills #HighSchoolIntellect ,0.06969545286612429,0.006985732434029342, Canada,2023,10,15,20,196
46, New book release from my favorite author!          ,1, #BookRelease #FavoriteAuthor           ,-1.3474454220784002,-1.27140330299331, UK   ,2023,1,30,15,214
448,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",1, #Grief #SilentTears ,1.2034081528217437,1.214353154782072, India ,2023,1,28,14,133
553,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",0, #Reflection #BoxingDefeat ,1.2034081528217437,1.214353154782072, UK ,2020,9,18,19,223
172, Intimidation by the unknown future ahead.          ,0, #Intimidation #Fear                           ,-0.9223031595950428,-0.9162952375968269, India        ,2021,12,3,18,165
16, Just adopted a cute furry friend! 🐾              ,1, #PetAdoption #FurryFriend               ,-0.9223031595950428,-0.9162952375968269, Canada    ,2023,1,19,17,214
49, Cooking a special dinner for loved ones.           ,1, #Cooking #SpecialDinner                ,-0.2137327221227806,-0.20607910680386055, USA       ,2023,1,31,19,214
708,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,1, #BakingAdventures #HighSchoolBakes ,-0.07201863462832815,0.006985732434029342, USA,2023,10,5,14,196
670,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,2, #OrigamiMaster #HighSchoolArt ,-0.4971608971116855,-0.49016555912104703, USA,2023,8,28,16,172
3, Excited about the upcoming weekend getaway!        ,0, #Travel #Adventure                       ,-1.9143017720562099,-1.9816194337862763, UK       ,2023,1,15,18,214
508,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",2, #Adventure #SnowPeakDance ,0.06969545286612429,0.1490289585926226, Switzerland ,2019,1,10,14,8
463,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",0, #Grief #MelancholicMelody ,0.06969545286612429,0.1490289585926226, Germany ,2018,11,28,14,133
317," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",2, #Envious #BitterPill ,-0.2137327221227806,-0.20607910680386055, USA ,2021,2,10,19,103
674,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,1, #StandUpComedy #HighSchoolTalent ,-0.07201863462832815,-0.27710071988315715, Canada,2023,9,1,14,172
284," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",1, #Contentment #TranquilWaters ,-0.2137327221227806,-0.20607910680386055, Canada ,2019,4,27,9,56
97, Excitement building up for a surprise birthday party.   ,0, #Excitement #SurpriseParty                 ,0.06969545286612429,0.1490289585926226, Canada ,2023,2,27,18,111
286," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2, #FreeSpirit #WingsOfDreams ,0.06969545286612429,0.07800734551332597, UK ,2020,6,10,10,118
531,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",2, #Excitement #MoviePremiereThrills ,2.6205490277662684,2.6347854163680045, USA ,2018,10,12,20,110
226," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",0, #Serenity #NatureWhispers                ,0.4948377153494816,0.5041370239891058, USA          ,2020,2,28,18,246
27, Learning a new language for personal growth.       ,0, #LanguageLearning #PersonalGrowth       ,0.4948377153494816,0.5041370239891058, India     ,2023,1,23,16,214
604,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",2, #AgingGracefully #Memories ,0.9199799778328389,0.8592450893855889, UK,2023,6,12,18,128
264," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",1, #Zest #FieldsOfEnthusiasm ,-0.7805890721005904,-0.7742520114382335, India ,2023,3,30,16,278
438,"Darkness descends, engulfing the soul in the shadows of despair.  ",0, #Darkness #SoulEngulfed                 ,0.9199799778328389,0.8592450893855889, USA         ,2016,7,10,18,69
51, Starting a new fitness challenge tomorrow! 💪     ,0, #FitnessChallenge #NewBeginnings       ,0.06969545286612429,0.1490289585926226, UK         ,2023,2,1,8,214
365,Wonderment at the beauty of a double rainbow after the rain.     ,3, #Wonderment #DoubleRainbow               ,1.911978590294006,1.9245692855750383, USA               ,2017,6,12,18,276
230," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",1, #Melancholy #BittersweetMemories         ,-1.2057313345839478,-1.2003816899140134, USA          ,2020,1,5,20,187
38, Practicing mindfulness with meditation.            ,3, #Mindfulness #Meditation               ,-0.9223031595950428,-0.9162952375968269, India    ,2023,1,27,12,214
158, Tenderness in a quiet moment shared with a pet.      ,3, #Tenderness #PetLove                          ,0.4948377153494816,0.5041370239891058, Canada   ,2016,2,10,19,261
238," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",3, #Confusion #LabyrinthOfThoughts          ,-1.0640172470894953,-1.05833846375542, Australia    ,2020,6,5,12,53
703,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,1, #TechIssues #HighSchoolTech ,0.06969545286612429,0.006985732434029342, Canada,2023,9,30,18,28
375,Chasing dreams like a kite soaring high in the vast open sky.      ,3, #DreamChaser #SkyHighDreams              ,1.2034081528217437,1.214353154782072, Australia         ,2021,2,28,13,86
371,Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,1, #Enchantment #CosmicFireflies             ,0.4948377153494816,0.5041370239891058, Brazil           ,2022,8,10,22,97
443,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",0, #Grief #LostJoyFootsteps ,-0.4971608971116855,-0.5611871722003436, USA ,2018,12,5,21,133
176, Disgust at the sight of injustice and cruelty.     ,3, #Disgust #Injustice                          ,-2.056015859550662,-1.9816194337862763, India        ,2019,2,11,9,84
622,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",2, #SoulfulWriting #SeniorReflections ,0.9199799778328389,0.8592450893855889, UK,2023,6,30,19,128
128, Hopeful about the possibilities of a new journey.      ,3, #Hope #NewBeginnings                          ,-0.4971608971116855,-0.5611871722003436, Canada    ,2013,12,5,16,151
596,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,2, #CookingSuccess #TeenCook ,0.4948377153494816,0.5041370239891058, USA,2023,6,4,19,217
195," Frustration escalates, a thunderstorm of emotions. ",1, #Frustration #EmotionalOutburst            ,-1.3474454220784002,-1.27140330299331, UK            ,2022,4,5,14,123
624,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",0, #RoadTripDownMemoryLane #SeniorCars ,0.06969545286612429,0.1490289585926226, UK,2023,7,2,18,172
632,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",1, #NatureTrailBlazer #SeniorExplorer ,0.9199799778328389,0.8592450893855889, UK,2023,7,10,14,110
661,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,1, #SocialMediaBlunder #HighSchoolAwkward ,0.06969545286612429,0.1490289585926226, UK,2023,8,19,19,91
634,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",0, #OpenRoadAdventures #SeniorCycling ,0.4948377153494816,0.5041370239891058, USA,2023,7,12,13,110
502,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",2, #Captivation #GladiatorTales ,0.4948377153494816,0.5041370239891058, Italy ,2018,3,15,17,40
